id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
95069,65456,52249,13937,256586,Shipped,2023-10-12 16:31:02 UTC,2023-10-12 09:40:00 UTC,,,4.9899997711181641
95832,65973,52648,6115,258614,Shipped,2022-10-15 01:42:00 UTC,2022-10-15 05:47:00 UTC,,,4.9899997711181641
101550,69875,55792,15830,274099,Shipped,2021-03-24 09:13:55 UTC,2021-03-26 12:27:00 UTC,,,4.9899997711181641
104746,72106,57584,5876,282749,Shipped,2024-08-22 17:39:35 UTC,2024-08-19 19:20:00 UTC,,,4.9899997711181641
108099,74422,59417,11201,291775,Shipped,2024-06-08 00:07:22 UTC,2024-06-10 10:52:00 UTC,,,4.9899997711181641
111009,76447,61015,14210,299595,Shipped,2024-01-23 08:19:42 UTC,2024-01-26 04:25:00 UTC,,,4.9899997711181641
113645,78224,62426,9442,306691,Shipped,2021-09-29 08:50:29 UTC,2021-10-01 14:44:00 UTC,,,4.9899997711181641
115896,79766,63650,12613,312722,Shipped,2024-09-03 16:04:24.677899 UTC,2024-09-06 12:11:48.677899 UTC,,,4.9899997711181641
124693,85761,68450,7068,336369,Shipped,2024-05-16 00:35:02 UTC,2024-05-15 23:26:00 UTC,,,4.9899997711181641
126019,86690,69214,13656,339947,Shipped,2024-08-25 02:46:58 UTC,2024-08-28 02:21:00 UTC,,,4.9899997711181641
126234,86837,69321,24836,340500,Shipped,2024-06-07 22:53:23 UTC,2024-06-08 10:22:00 UTC,,,4.9899997711181641
128882,88633,70784,7068,347613,Shipped,2023-08-11 08:52:15 UTC,2023-08-09 17:34:00 UTC,,,4.9899997711181641
130805,89973,71852,14210,352815,Shipped,2024-05-08 15:12:55 UTC,2024-05-09 14:09:00 UTC,,,4.9899997711181641
164329,113071,90459,24836,443392,Shipped,2023-04-22 06:50:41 UTC,2023-04-20 14:07:00 UTC,,,4.9899997711181641
6384,4378,3496,16949,17365,Cancelled,2023-03-18 10:17:33 UTC,,,,5
85573,58945,47109,18719,230993,Cancelled,2023-07-17 05:58:24 UTC,,,,5
97838,67340,53751,16949,264054,Cancelled,2024-07-14 14:25:00 UTC,,,,5
121867,83843,66950,28992,328748,Cancelled,2024-07-09 06:27:46 UTC,,,,5
123596,85023,67862,28992,333404,Cancelled,2021-07-13 10:39:37 UTC,,,,5
147217,101323,81010,18719,397163,Cancelled,2022-12-12 04:49:21 UTC,,,,5
177123,121919,97475,24793,477917,Cancelled,2024-06-29 03:52:22 UTC,,,,5
2111,1458,1143,28992,5726,Complete,2024-07-08 00:51:34 UTC,2024-07-08 08:43:00 UTC,2024-07-13 02:40:00 UTC,,5
34089,23539,18886,18719,92046,Complete,2024-02-22 03:31:41 UTC,2024-02-22 22:23:00 UTC,2024-02-27 05:09:00 UTC,,5
46953,32441,25945,28992,126793,Complete,2022-03-15 06:55:42 UTC,2022-03-15 23:20:00 UTC,2022-03-19 05:10:00 UTC,,5
49922,34469,27498,16949,134730,Complete,2023-08-27 11:57:00 UTC,2023-08-29 01:22:00 UTC,2023-08-31 01:46:00 UTC,,5
50900,35115,28003,11016,137377,Complete,2024-08-25 11:44:18 UTC,2024-08-24 11:16:00 UTC,2024-08-28 04:53:00 UTC,,5
51025,35200,28069,9002,137708,Complete,2023-10-31 08:16:36 UTC,2023-10-31 17:23:00 UTC,2023-11-02 16:53:00 UTC,,5
60645,41800,33355,16949,163817,Complete,2023-11-18 07:31:27 UTC,2023-11-19 01:16:00 UTC,2023-11-22 12:28:00 UTC,,5
73985,50986,40756,24793,199787,Complete,2024-06-15 23:38:50 UTC,2024-06-18 07:21:00 UTC,2024-06-20 02:39:00 UTC,,5
84750,58386,46661,28992,228765,Complete,2022-09-29 12:14:37 UTC,2022-09-30 05:05:00 UTC,2022-10-01 01:30:00 UTC,,5
85445,58864,47037,28992,230645,Complete,2024-08-25 13:07:42 UTC,2024-08-23 03:58:00 UTC,2024-08-28 01:29:00 UTC,,5
142384,98027,78372,11016,384036,Complete,2021-04-18 02:39:30 UTC,2021-04-18 15:53:00 UTC,2021-04-23 00:23:00 UTC,,5
171919,118336,94628,18719,463865,Complete,2022-02-17 17:22:28 UTC,2022-02-17 19:43:00 UTC,2022-02-20 20:12:00 UTC,,5
174375,120022,95991,16949,470506,Complete,2024-06-29 20:48:34 UTC,2024-07-01 05:26:00 UTC,2024-07-03 23:37:00 UTC,,5
34524,23837,19125,16949,93191,Processing,2021-07-03 17:53:00 UTC,,,,5
40215,27782,22227,11016,108509,Processing,2021-10-04 23:52:32 UTC,,,,5
73084,50349,40250,24793,197371,Processing,2023-01-07 16:31:44 UTC,,,,5
105723,72791,58126,18719,285417,Processing,2023-09-22 23:42:54 UTC,,,,5
145630,100237,80161,11016,392900,Processing,2020-12-30 11:17:01 UTC,,,,5
177332,122054,97591,28992,478485,Processing,2023-10-15 01:09:17 UTC,,,,5
36574,25228,20228,9002,98774,Returned,2022-08-21 13:11:13 UTC,2022-08-22 13:18:00 UTC,2022-08-27 03:02:00 UTC,2022-08-29 11:07:00 UTC,5
42258,29215,23366,9002,114076,Returned,2021-04-01 08:15:21 UTC,2021-03-31 23:17:00 UTC,2021-04-04 13:50:00 UTC,2021-04-05 20:59:00 UTC,5
2931,2020,1594,28992,7984,Shipped,2024-02-10 08:17:56 UTC,2024-02-10 07:57:00 UTC,,,5
36244,25004,20037,18719,97898,Shipped,2024-04-14 04:22:45 UTC,2024-04-16 16:18:00 UTC,,,5
40864,28228,22579,28992,110309,Shipped,2022-04-02 22:20:08 UTC,2022-04-01 22:15:00 UTC,,,5
41237,28489,22771,18719,111326,Shipped,2024-04-10 00:12:49 UTC,2024-04-11 09:41:00 UTC,,,5
47618,32892,26261,18719,128542,Shipped,2024-03-13 10:32:06 UTC,2024-03-13 03:32:00 UTC,,,5
51398,35465,28287,11016,138705,Shipped,2024-04-15 09:32:26 UTC,2024-04-15 18:57:00 UTC,,,5
72836,50182,40116,24793,196692,Shipped,2021-10-13 03:35:17 UTC,2021-10-12 21:49:00 UTC,,,5
96887,66703,53247,24793,261510,Shipped,2024-08-12 08:19:13 UTC,2024-08-13 22:22:00 UTC,,,5
139424,96000,76747,11016,376032,Shipped,2023-11-13 23:09:03 UTC,2023-11-13 14:13:00 UTC,,,5
140301,96583,77224,28992,378417,Shipped,2024-07-07 01:07:05 UTC,2024-07-09 04:33:00 UTC,,,5
176824,121709,97306,24793,477109,Shipped,2022-03-02 03:17:45 UTC,2022-02-28 08:29:00 UTC,,,5
178861,123103,98416,16949,482630,Shipped,2024-09-01 12:32:08 UTC,2024-09-01 21:03:00 UTC,,,5
13272,9147,7288,13972,35955,Cancelled,2020-01-26 02:43:11 UTC,,,,5.0900001525878906
68017,46839,37448,13972,183724,Cancelled,2022-04-04 09:28:18 UTC,,,,5.0900001525878906
139690,96177,76894,13972,376738,Cancelled,2023-01-11 02:24:15 UTC,,,,5.0900001525878906
95135,65497,52283,13972,256775,Complete,2024-08-08 04:59:00 UTC,2024-08-09 15:53:00 UTC,2024-08-14 05:41:00 UTC,,5.0900001525878906
110118,75821,60508,13972,297239,Complete,2022-10-29 23:29:07 UTC,2022-10-31 12:07:00 UTC,2022-10-31 12:27:00 UTC,,5.0900001525878906
149764,103025,82400,13972,404051,Complete,2022-01-24 14:13:53 UTC,2022-01-25 20:57:00 UTC,2022-01-28 02:02:00 UTC,,5.0900001525878906
1667,1131,887,13972,4535,Processing,2023-01-23 20:57:25 UTC,,,,5.0900001525878906
10771,7411,5881,13972,29188,Processing,2024-07-29 04:56:51 UTC,,,,5.0900001525878906
159491,109755,87750,13972,430282,Shipped,2023-01-11 17:09:06 UTC,2023-01-12 10:13:00 UTC,,,5.0900001525878906
175136,120530,96389,13972,472539,Shipped,2024-01-15 15:27:14 UTC,2024-01-16 09:55:00 UTC,,,5.0900001525878906
70775,48765,39003,12588,191174,Processing,2023-09-09 15:36:01 UTC,,,,5.1599998474121085
104955,72257,57713,12588,283318,Shipped,2024-02-09 16:44:58 UTC,2024-02-07 07:52:00 UTC,,,5.1599998474121085
177895,122439,97897,12588,480005,Shipped,2024-06-18 14:14:50 UTC,2024-06-18 01:59:00 UTC,,,5.1599998474121085
12293,8459,6720,24660,33279,Complete,2022-06-30 08:22:41 UTC,2022-06-28 08:41:00 UTC,2022-06-30 23:44:00 UTC,,5.1999998092651367
55655,38379,30643,24660,150259,Complete,2024-03-01 08:27:03 UTC,2024-03-03 20:06:00 UTC,2024-03-07 06:42:00 UTC,,5.1999998092651367
153092,105329,84253,24660,413037,Complete,2023-02-16 00:24:49 UTC,2023-02-18 02:48:00 UTC,2023-02-21 21:02:00 UTC,,5.1999998092651367
160297,110301,88197,24660,432452,Complete,2024-01-06 23:11:24 UTC,2024-01-09 12:37:00 UTC,2024-01-10 09:37:00 UTC,,5.1999998092651367
38391,26498,21223,24660,103656,Processing,2024-02-05 09:53:53 UTC,,,,5.1999998092651367
174362,120013,95980,24660,470478,Processing,2022-03-04 13:27:47 UTC,,,,5.1999998092651367
69989,48226,38571,24660,189074,Returned,2021-09-04 23:30:32 UTC,2021-09-05 12:57:00 UTC,2021-09-06 11:41:00 UTC,2021-09-06 12:35:00 UTC,5.1999998092651367
106883,73586,58761,24660,288525,Returned,2024-04-20 14:58:48 UTC,2024-04-21 03:34:00 UTC,2024-04-23 06:07:00 UTC,2024-04-23 15:51:00 UTC,5.1999998092651367
121133,83361,66554,24660,326813,Shipped,2023-12-23 06:33:11 UTC,2023-12-26 00:02:00 UTC,,,5.1999998092651367
164305,113054,90445,24660,443330,Shipped,2023-06-09 02:20:30 UTC,2023-06-11 02:51:00 UTC,,,5.1999998092651367
177173,121951,97504,28922,478058,Cancelled,2024-08-08 01:32:29 UTC,,,,5.2899999618530273
114592,78869,62928,28922,309260,Processing,2023-01-22 11:29:51 UTC,,,,5.2899999618530273
20990,14449,11559,28922,56726,Shipped,2023-11-10 15:27:19 UTC,2023-11-11 04:56:00 UTC,,,5.2899999618530273
30724,21210,17055,28922,82944,Shipped,2021-07-27 12:37:45 UTC,2021-07-28 23:21:00 UTC,,,5.2899999618530273
143326,98661,78865,28357,386615,Cancelled,2023-12-06 15:13:31 UTC,,,,5.3299999237060556
34916,24102,19335,28357,94269,Shipped,2022-04-03 23:36:31 UTC,2022-04-04 05:30:00 UTC,,,5.3299999237060556
142173,97877,78258,28357,383458,Shipped,2023-02-02 16:17:25 UTC,2023-02-05 01:15:00 UTC,,,5.3299999237060556
55784,38471,30706,28963,150611,Complete,2024-04-04 03:15:44 UTC,2024-04-05 05:02:00 UTC,2024-04-05 22:05:00 UTC,,5.369999885559082
141587,97476,77931,28963,381857,Complete,2024-08-11 10:24:39 UTC,2024-08-12 15:32:00 UTC,2024-08-14 13:09:00 UTC,,5.369999885559082
11744,8071,6424,28963,31808,Returned,2022-12-11 03:32:23 UTC,2022-12-08 04:56:00 UTC,2022-12-12 18:38:00 UTC,2022-12-13 19:41:00 UTC,5.369999885559082
152279,104767,83804,28963,410873,Shipped,2023-08-21 11:39:08 UTC,2023-08-21 21:02:00 UTC,,,5.369999885559082
1339,904,718,14216,3647,Cancelled,2024-01-17 11:26:28 UTC,,,,5.4899997711181641
111415,76725,61230,25323,300686,Cancelled,2023-11-12 08:31:45 UTC,,,,5.4899997711181641
152548,104948,83958,14216,411610,Cancelled,2024-07-14 16:27:39 UTC,,,,5.4899997711181641
157436,108307,86627,25323,424792,Cancelled,2020-12-31 00:16:59 UTC,,,,5.4899997711181641
10936,7524,5970,13678,29643,Complete,2022-12-31 16:26:59 UTC,2022-12-29 02:38:00 UTC,2022-12-29 13:55:00 UTC,,5.4899997711181641
43278,29904,23929,25323,116834,Complete,2020-12-09 10:22:17 UTC,2020-12-09 05:51:00 UTC,2020-12-12 12:30:00 UTC,,5.4899997711181641
62557,43102,34409,15376,168946,Complete,2020-11-25 08:57:56 UTC,2020-11-23 02:03:00 UTC,2020-11-25 06:50:00 UTC,,5.4899997711181641
160770,110637,88467,15376,433732,Complete,2023-04-01 15:26:00 UTC,2023-04-02 14:30:00 UTC,2023-04-03 21:52:00 UTC,,5.4899997711181641
92037,63378,50624,15376,248343,Processing,2024-04-01 21:53:08 UTC,,,,5.4899997711181641
107356,73922,59015,14216,289792,Processing,2023-05-10 00:12:11 UTC,,,,5.4899997711181641
39995,27628,22120,25323,107934,Returned,2022-07-19 01:56:46 UTC,2022-07-19 09:35:00 UTC,2022-07-20 02:29:00 UTC,2022-07-22 03:51:00 UTC,5.4899997711181641
52721,36355,29006,14216,142325,Returned,2024-08-03 03:13:16 UTC,2024-08-03 10:57:00 UTC,2024-08-05 02:53:00 UTC,2024-08-06 22:10:00 UTC,5.4899997711181641
98432,67740,54051,15376,265643,Returned,2024-08-31 04:29:41.722378 UTC,2024-09-01 04:42:45.722378 UTC,2024-09-02 02:46:45.722378 UTC,2024-09-04 21:17:45.722378 UTC,5.4899997711181641
1363,919,729,13678,3711,Shipped,2023-03-03 13:07:46 UTC,2023-03-03 16:46:00 UTC,,,5.4899997711181641
11636,8002,6376,15376,31513,Shipped,2021-11-01 07:23:58 UTC,2021-11-03 05:56:00 UTC,,,5.4899997711181641
14511,10001,7987,13678,39269,Shipped,2024-08-17 05:11:09 UTC,2024-08-19 06:32:00 UTC,,,5.4899997711181641
15380,10597,8491,15376,41603,Shipped,2024-08-05 09:16:07 UTC,2024-08-05 22:58:00 UTC,,,5.4899997711181641
20345,14016,11203,25323,55002,Shipped,2022-12-24 02:13:44 UTC,2022-12-26 13:52:00 UTC,,,5.4899997711181641
36988,25515,20459,25323,99889,Shipped,2021-05-14 12:31:05 UTC,2021-05-16 07:12:00 UTC,,,5.4899997711181641
44708,30899,24712,14216,120726,Shipped,2021-11-09 21:10:06 UTC,2021-11-08 11:15:00 UTC,,,5.4899997711181641
53485,36872,29424,14216,144369,Shipped,2024-07-16 14:38:45 UTC,2024-07-16 19:50:00 UTC,,,5.4899997711181641
62679,43178,34471,14216,169274,Shipped,2024-08-27 04:56:24 UTC,2024-08-30 01:07:00 UTC,,,5.4899997711181641
71065,48973,39177,15376,191955,Shipped,2024-09-01 08:26:34.66809 UTC,2024-09-03 01:58:47.66809 UTC,,,5.4899997711181641
73592,50705,40533,14216,198749,Shipped,2024-04-21 08:32:09 UTC,2024-04-24 02:17:00 UTC,,,5.4899997711181641
97494,67110,53570,25323,263136,Shipped,2020-08-26 10:39:32 UTC,2020-08-27 05:17:00 UTC,,,5.4899997711181641
97495,67111,53571,13678,263138,Shipped,2024-04-05 14:25:48 UTC,2024-04-03 06:40:00 UTC,,,5.4899997711181641
105082,72348,57775,15376,283666,Shipped,2022-05-08 12:51:48 UTC,2022-05-05 16:46:00 UTC,,,5.4899997711181641
113866,78373,62545,13678,307304,Shipped,2023-09-23 03:50:49 UTC,2023-09-25 03:05:00 UTC,,,5.4899997711181641
135807,93478,74689,14216,366271,Shipped,2023-11-20 09:50:40 UTC,2023-11-23 09:50:00 UTC,,,5.4899997711181641
16622,11454,9166,6250,44916,Cancelled,2022-10-07 15:32:08 UTC,,,,5.5
90312,62196,49691,9085,243717,Cancelled,2024-05-03 15:04:19 UTC,,,,5.5
139297,95909,76671,6250,375695,Cancelled,2022-12-24 01:04:42 UTC,,,,5.5
109889,75666,60387,9380,296632,Complete,2023-03-05 02:26:37 UTC,2023-03-06 18:10:00 UTC,2023-03-10 18:24:00 UTC,,5.5
153350,105498,84391,9085,413735,Complete,2023-12-16 10:23:30 UTC,2023-12-15 11:30:00 UTC,2023-12-19 15:16:00 UTC,,5.5
153927,105878,84677,9085,415321,Complete,2020-04-03 10:01:14 UTC,2020-04-03 00:04:00 UTC,2020-04-05 11:08:00 UTC,,5.5
71270,49114,39288,9085,192506,Processing,2024-08-26 07:15:43 UTC,,,,5.5
140133,96467,77144,9085,377962,Processing,2023-11-13 22:39:29 UTC,,,,5.5
176822,121707,97304,6250,477104,Processing,2024-07-24 03:30:40 UTC,,,,5.5
140098,96445,77129,6250,377864,Returned,2021-11-11 15:57:34 UTC,2021-11-12 08:52:00 UTC,2021-11-15 09:08:00 UTC,2021-11-16 13:30:00 UTC,5.5
157871,108624,86872,9085,425961,Returned,2021-04-05 05:17:58 UTC,2021-04-06 02:06:00 UTC,2021-04-07 10:45:00 UTC,2021-04-08 08:04:00 UTC,5.5
7954,5446,4312,9085,21577,Shipped,2022-05-07 01:23:40 UTC,2022-05-07 23:45:00 UTC,,,5.5
54316,37431,29874,6250,146609,Shipped,2019-06-10 08:08:19 UTC,2019-06-08 11:03:00 UTC,,,5.5
64638,44519,35535,9380,174620,Shipped,2023-10-20 05:15:50 UTC,2023-10-21 11:21:00 UTC,,,5.5
69844,48128,38490,9085,188685,Shipped,2023-11-30 15:20:19 UTC,2023-11-28 12:11:00 UTC,,,5.5
147618,101574,81201,9085,398274,Shipped,2023-09-08 05:56:07 UTC,2023-09-08 13:54:00 UTC,,,5.5
33281,22976,18425,14197,89857,Cancelled,2022-01-21 08:44:35 UTC,,,,5.5500001907348633
409,280,223,14197,1101,Complete,2023-09-01 00:17:41 UTC,2023-09-02 14:58:00 UTC,2023-09-05 01:33:00 UTC,,5.5500001907348633
21038,14484,11591,14197,56851,Complete,2022-09-19 00:21:32 UTC,2022-09-21 03:07:00 UTC,2022-09-25 17:20:00 UTC,,5.5500001907348633
56661,39077,31183,14197,153006,Complete,2024-08-25 08:03:38 UTC,2024-08-27 17:34:00 UTC,2024-08-31 01:53:00 UTC,,5.5500001907348633
147906,101766,81361,14197,399029,Processing,2022-11-29 22:00:54 UTC,,,,5.5500001907348633
45477,31417,25145,14197,122801,Shipped,2024-02-25 16:51:10 UTC,2024-02-28 08:37:00 UTC,,,5.5500001907348633
118125,81308,64882,14197,318740,Shipped,2020-04-14 06:11:35 UTC,2020-04-14 15:27:00 UTC,,,5.5500001907348633
29766,20557,16527,18570,80329,Cancelled,2023-10-16 23:55:49 UTC,,,,5.5900001525878906
24436,16889,13502,24715,65932,Complete,2024-08-16 13:40:26 UTC,2024-08-18 19:34:00 UTC,2024-08-19 22:32:00 UTC,,5.5900001525878906
62578,43114,34417,24715,169007,Complete,2024-02-27 10:11:50 UTC,2024-02-26 16:36:00 UTC,2024-02-29 18:30:00 UTC,,5.5900001525878906
69403,47826,38248,24715,187492,Complete,2023-11-22 07:33:36 UTC,2023-11-24 02:03:00 UTC,2023-11-25 17:51:00 UTC,,5.5900001525878906
104764,72121,57595,18570,282799,Complete,2023-07-03 23:28:09 UTC,2023-06-30 23:05:00 UTC,2023-07-05 06:14:00 UTC,,5.5900001525878906
125850,86571,69111,18570,339490,Complete,2024-06-09 08:40:50 UTC,2024-06-12 08:59:00 UTC,2024-06-15 04:06:00 UTC,,5.5900001525878906
172510,118723,94945,18570,465484,Complete,2024-05-15 14:33:25 UTC,2024-05-15 12:04:00 UTC,2024-05-20 09:10:00 UTC,,5.5900001525878906
7168,4893,3886,18570,19458,Processing,2023-07-06 08:20:59 UTC,,,,5.5900001525878906
9900,6801,5384,24715,26848,Processing,2022-08-27 00:23:45 UTC,,,,5.5900001525878906
5790,3975,3195,18570,15752,Returned,2021-01-18 09:18:41 UTC,2021-01-19 08:33:00 UTC,2021-01-20 18:12:00 UTC,2021-01-21 00:51:00 UTC,5.5900001525878906
181051,124599,99575,18570,488517,Returned,2023-05-12 12:37:35 UTC,2023-05-13 20:42:00 UTC,2023-05-14 18:51:00 UTC,2023-05-16 07:40:00 UTC,5.5900001525878906
18471,12732,10176,18570,49903,Shipped,2021-05-20 00:58:12 UTC,2021-05-22 05:09:00 UTC,,,5.5900001525878906
27039,18688,14942,18570,72966,Shipped,2024-09-07 23:54:29.388704 UTC,2024-09-04 23:01:07.388704 UTC,,,5.5900001525878906
53654,36985,29506,24715,144832,Shipped,2024-05-03 10:05:41 UTC,2024-05-03 08:50:00 UTC,,,5.5900001525878906
92870,63951,51026,18570,250626,Shipped,2022-04-21 16:12:48 UTC,2022-04-22 15:51:00 UTC,,,5.5900001525878906
136054,93660,74847,24715,366938,Shipped,2024-08-09 03:19:35 UTC,2024-08-09 11:49:00 UTC,,,5.5900001525878906
172843,118958,95123,12559,466396,Complete,2022-10-21 15:39:34 UTC,2022-10-22 08:48:00 UTC,2022-10-25 14:47:00 UTC,,5.5999999046325684
95246,65574,52342,12559,257069,Processing,2022-11-18 06:18:21 UTC,,,,5.5999999046325684
19631,13524,10818,12559,53068,Returned,2023-09-20 03:43:46 UTC,2023-09-21 08:55:00 UTC,2023-09-25 19:05:00 UTC,2023-09-26 04:32:00 UTC,5.5999999046325684
95810,65959,52638,12559,258560,Returned,2023-02-03 11:15:32 UTC,2023-02-03 22:38:00 UTC,2023-02-07 13:12:00 UTC,2023-02-10 10:16:00 UTC,5.5999999046325684
29968,20698,16639,12559,80874,Shipped,2020-11-23 00:00:51 UTC,2020-11-23 19:15:00 UTC,,,5.5999999046325684
179562,123586,98785,12559,484520,Shipped,2024-04-23 07:42:27 UTC,2024-04-25 06:13:00 UTC,,,5.5999999046325684
175767,120986,96715,28613,474220,Cancelled,2024-06-12 06:53:47 UTC,,,,5.630000114440918
181194,124706,99656,28613,488915,Cancelled,2022-08-11 09:33:03 UTC,,,,5.630000114440918
7952,5445,4311,28613,21573,Complete,2024-08-01 02:48:35 UTC,2024-08-02 01:30:00 UTC,2024-08-06 19:00:00 UTC,,5.630000114440918
41474,28652,22915,28613,111978,Complete,2021-08-10 12:44:37 UTC,2021-08-11 23:49:00 UTC,2021-08-16 22:34:00 UTC,,5.630000114440918
102684,70644,56418,28613,277173,Processing,2021-07-19 02:54:35 UTC,,,,5.630000114440918
105713,72784,58120,28613,285381,Processing,2023-09-29 23:27:31 UTC,,,,5.630000114440918
29687,20506,16478,28613,80116,Returned,2023-10-11 09:23:04 UTC,2023-10-09 14:53:00 UTC,2023-10-12 04:22:00 UTC,2023-10-13 08:40:00 UTC,5.630000114440918
92635,63792,50905,28613,249989,Shipped,2022-08-16 16:59:49 UTC,2022-08-13 12:33:00 UTC,,,5.630000114440918
161739,111313,89028,28613,436389,Shipped,2023-09-20 17:43:18 UTC,2023-09-21 12:47:00 UTC,,,5.630000114440918
179447,123502,98717,28613,484206,Shipped,2020-10-28 21:51:03 UTC,2020-10-31 03:54:00 UTC,,,5.630000114440918
138407,95270,76147,14192,373290,Complete,2022-12-29 11:32:46 UTC,2022-12-28 05:45:00 UTC,2022-12-29 09:17:00 UTC,,5.6399998664855957
89957,61956,49508,14192,242757,Processing,2024-04-18 03:45:50 UTC,,,,5.6399998664855957
126042,86706,69227,14192,340004,Shipped,2024-08-15 02:49:12 UTC,2024-08-17 21:52:00 UTC,,,5.6399998664855957
180856,124474,99484,14246,487984,Complete,2023-08-15 12:51:09 UTC,2023-08-12 19:16:00 UTC,2023-08-16 10:15:00 UTC,,5.690000057220459
21159,14575,11666,14246,57181,Processing,2022-02-25 00:31:52 UTC,,,,5.690000057220459
71119,49005,39199,14246,192100,Returned,2019-10-26 23:29:04 UTC,2019-10-27 12:12:00 UTC,2019-10-27 23:04:00 UTC,2019-10-28 13:46:00 UTC,5.690000057220459
152675,105039,84033,14246,411960,Shipped,2021-06-08 01:32:18 UTC,2021-06-05 23:45:00 UTC,,,5.690000057220459
53674,36996,29514,11213,144884,Cancelled,2024-05-02 01:09:22 UTC,,,,5.7600002288818359
65647,45201,36094,11213,177301,Cancelled,2024-03-11 03:33:41 UTC,,,,5.7600002288818359
157080,108047,86435,11213,423830,Cancelled,2022-07-30 06:36:18 UTC,,,,5.7600002288818359
176032,121156,96847,11213,474948,Cancelled,2024-05-03 14:18:52 UTC,,,,5.7600002288818359
157109,108068,86449,11213,423903,Complete,2021-07-22 23:24:13 UTC,2021-07-22 08:20:00 UTC,2021-07-26 11:29:00 UTC,,5.7600002288818359
172191,118518,94785,11213,464615,Complete,2020-08-22 12:34:58 UTC,2020-08-20 07:46:00 UTC,2020-08-24 18:35:00 UTC,,5.7600002288818359
178924,123147,98452,11213,482795,Complete,2022-06-27 11:25:47 UTC,2022-06-28 16:38:00 UTC,2022-06-29 06:44:00 UTC,,5.7600002288818359
65785,45299,36174,11213,177674,Processing,2024-05-23 05:35:04 UTC,,,,5.7600002288818359
21401,14738,11813,11213,57813,Returned,2024-02-16 15:35:25 UTC,2024-02-18 01:10:00 UTC,2024-02-21 13:58:00 UTC,2024-02-24 02:56:00 UTC,5.7600002288818359
164288,113040,90434,11213,443280,Shipped,2023-09-08 06:57:03 UTC,2023-09-08 00:10:00 UTC,,,5.7600002288818359
175889,121059,96776,11213,474552,Shipped,2019-08-10 00:40:16 UTC,2019-08-11 13:11:00 UTC,,,5.7600002288818359
33351,23020,18467,15953,90053,Complete,2022-01-17 15:52:08 UTC,2022-01-15 14:43:00 UTC,2022-01-15 18:58:00 UTC,,5.78000020980835
50866,35091,27990,15953,137285,Complete,2024-08-26 05:45:23 UTC,2024-08-29 04:41:00 UTC,2024-09-01 15:49:00 UTC,,5.78000020980835
82657,56939,45510,15953,223083,Complete,2023-10-26 16:16:03 UTC,2023-10-26 08:20:00 UTC,2023-10-28 15:17:00 UTC,,5.78000020980835
76281,52527,42035,15953,205971,Processing,2022-04-23 06:18:30 UTC,,,,5.78000020980835
172632,118814,95012,15953,465817,Shipped,2021-09-18 16:57:35 UTC,2021-09-16 10:48:00 UTC,,,5.78000020980835
17820,12307,9860,28712,48165,Cancelled,2024-02-17 09:27:42 UTC,,,,5.8299999237060556
75032,51686,41321,13870,202612,Cancelled,2024-06-08 03:51:46 UTC,,,,5.8299999237060556
88519,60962,48716,28712,238911,Cancelled,2021-06-10 12:52:04 UTC,,,,5.8299999237060556
145607,100220,80145,13870,392833,Cancelled,2024-01-01 07:40:35 UTC,,,,5.8299999237060556
151102,103945,83151,28712,407690,Cancelled,2020-02-15 15:16:59 UTC,,,,5.8299999237060556
2935,2024,1597,13870,7994,Complete,2021-12-27 10:16:53 UTC,2021-12-29 04:49:00 UTC,2021-12-29 15:57:00 UTC,,5.8299999237060556
109546,75427,60201,28712,295713,Complete,2023-10-02 08:26:47 UTC,2023-10-03 08:30:00 UTC,2023-10-03 10:04:00 UTC,,5.8299999237060556
4639,3198,2564,28712,12625,Processing,2024-06-03 03:56:34 UTC,,,,5.8299999237060556
32080,22157,17816,15704,86594,Processing,2023-09-15 22:28:34 UTC,,,,5.8299999237060556
90037,62007,49554,15704,242972,Returned,2022-03-10 10:11:59 UTC,2022-03-11 02:46:00 UTC,2022-03-14 01:39:00 UTC,2022-03-14 09:33:00 UTC,5.8299999237060556
162834,112065,89633,13870,439371,Returned,2024-05-30 13:29:33 UTC,2024-05-29 12:10:00 UTC,2024-06-01 21:55:00 UTC,2024-06-04 14:54:00 UTC,5.8299999237060556
42252,29212,23363,28712,114058,Shipped,2020-12-03 03:53:38 UTC,2020-12-01 01:48:00 UTC,,,5.8299999237060556
87336,60154,48077,13870,235698,Shipped,2022-06-09 00:30:53 UTC,2022-06-08 11:37:00 UTC,,,5.8299999237060556
101106,69575,55545,15704,272877,Shipped,2021-02-18 03:58:57 UTC,2021-02-18 04:27:00 UTC,,,5.8299999237060556
108921,74994,59865,13870,294001,Shipped,2024-08-05 03:46:08 UTC,2024-08-03 01:47:00 UTC,,,5.8299999237060556
151390,104160,83307,15704,408462,Shipped,2024-02-14 17:22:33 UTC,2024-02-15 14:34:00 UTC,,,5.8299999237060556
181125,124652,99612,28712,488722,Shipped,2024-08-04 12:13:15 UTC,2024-08-06 22:11:00 UTC,,,5.8299999237060556
42070,29079,23259,14037,113573,Cancelled,2024-06-16 03:07:52 UTC,,,,5.869999885559082
79435,54683,43767,14037,214462,Cancelled,2024-03-04 09:41:34 UTC,,,,5.869999885559082
